product_id,product_name,category,sub_category,brand,supplier,price,discount_percent,stock_quantity,rating,reviews_count,weight_kg,color,size,material,warranty_years,country,warehouse_city,created_date,status
P6783,Position Shirt,Fashion,Shirt,IKEA,Harris-Mcpherson,49079,1,250,4.2,2053,10.25,Silver,Small,Plastic,4,Sierra Leone,Hyderabad,2026-06-06,Active
P6784,North Tablet,Electronics,Tablet,Adidas,Padilla Inc,78673,14,751,5.0,7786,2.86,Silver,Small,Glass,5,Liberia,Hyderabad,2024-09-09,Active
P6785,Figure Snacks,Grocery,Snacks,Samsung,Mayo Group,70657,36,594,3.9,4084,17.02,Blue,Small,Metal,3,Grenada,Pune,2025-12-07,Inactive
P6786,Reason Shirt,Fashion,Shirt,Sony,"Watts, Wilson and Sanchez",88833,40,936,3.6,291,5.11,Black,Medium,Aluminium,5,United States Minor Outlying Islands,Pune,2025-03-04,Inactive
P6787,Day Oil,Grocery,Oil,HP,"Burke, Williams and Mckinney",15383,4,787,3.8,3441,0.85,Black,Small,Plastic,5,Cuba,Delhi,2026-02-03,Active
P6788,Seem Oil,Grocery,Oil,Dell,Todd LLC,14681,9,749,3.4,486,5.77,Black,Small,Leather,3,Turks and Caicos Islands,Mumbai,2025-10-24,Active
P6789,Example Rice,Grocery,Rice,Apple,Weber-Johnson,54290,38,65,3.1,3769,11.89,White,Small,Plastic,4,Australia,Pune,2024-08-16,Inactive
P6790,Can Smart Watch,Electronics,Smart Watch,Dell,Bray-Perez,65083,35,241,4.0,3185,16.86,White,Medium,Metal,5,Morocco,Mumbai,2026-06-15,Active
P6791,Everybody Bed,Furniture,Bed,HP,Harrison-Ferrell,50523,13,34,3.7,1641,16.73,Silver,Medium,Leather,2,Kazakhstan,Pune,2025-06-28,Active
P6792,Job Rice,Grocery,Rice,HP,Cabrera-Garcia,53545,20,257,4.5,565,6.33,Blue,Standard,Glass,4,Pitcairn Islands,Pune,2026-01-09,Active
P6793,Help Bed,Furniture,Bed,Apple,White Ltd,46474,15,365,4.8,3083,17.64,Blue,Large,Metal,3,Mozambique,Chennai,2026-07-23,Inactive
P6794,Guess Table,Furniture,Table,Nike,Daniel-Lane,14428,15,673,3.9,2480,14.7,Silver,Small,Aluminium,3,Haiti,Chennai,2026-01-30,Active
P6795,Available Rice,Grocery,Rice,Sony,Gill-Brown,97957,24,689,4.0,6622,17.63,Red,Medium,Leather,5,Tunisia,Bangalore,2025-08-05,Inactive
P6796,Well Mobile,Electronics,Mobile,Dell,Williams-Myers,95828,11,758,4.5,847,6.63,White,Medium,Glass,2,South Africa,Chennai,2025-10-31,Active
P6797,There Bed,Furniture,Bed,Nike,"Collins, Mullen and Williams",13709,22,645,3.8,1836,9.6,White,Small,Glass,3,Falkland Islands (Malvinas),Hyderabad,2026-06-06,Inactive
P6798,Fast Bed,Furniture,Bed,Sony,Lam-Moore,69698,20,735,4.6,3998,17.94,Black,Small,Aluminium,0,Luxembourg,Chennai,2025-02-06,Inactive
P6799,Central Tablet,Electronics,Tablet,IKEA,"Villanueva, Green and Hardy",94800,33,670,3.0,5626,7.9,Red,Medium,Plastic,3,Bosnia and Herzegovina,Mumbai,2025-09-18,Inactive
P6800,Where Headphones,Electronics,Headphones,IKEA,Francis-Sexton,15249,0,853,4.3,7894,17.67,Blue,Large,Leather,4,New Zealand,Pune,2026-06-17,Active
P6801,Voice Beverages,Grocery,Beverages,Samsung,"Oneill, Vasquez and Ramos",24187,40,283,3.6,6041,6.65,White,Large,Metal,3,Antigua and Barbuda,Delhi,2025-07-29,Active
P6802,Believe Smart Watch,Electronics,Smart Watch,Samsung,Sullivan PLC,50725,32,751,4.5,9850,8.75,White,Medium,Aluminium,5,Ethiopia,Chennai,2025-05-08,Active
P6803,Color Laptop,Electronics,Laptop,Adidas,"Stewart, Reynolds and Stevens",99022,1,509,4.6,2751,5.45,Silver,Small,Metal,0,India,Delhi,2025-09-20,Inactive
P6804,Ready Tablet,Electronics,Tablet,Nike,Velazquez Ltd,92509,17,636,3.5,5104,2.33,Red,Small,Glass,2,Korea,Pune,2025-10-24,Inactive
P6805,Best Bed,Furniture,Bed,Adidas,Dixon Inc,18905,15,306,3.1,2949,1.26,Red,Medium,Plastic,5,Turkey,Pune,2026-04-17,Inactive
P6806,Job Bed,Furniture,Bed,Samsung,Clark Group,64613,18,983,4.1,6928,18.11,Silver,Medium,Leather,4,Belarus,Mumbai,2026-07-03,Inactive
P6807,Rule Jacket,Fashion,Jacket,HP,Evans-Cole,54591,7,362,4.0,5902,3.34,Red,Medium,Leather,1,Wallis and Futuna,Chennai,2025-10-25,Active
P6808,Close Laptop,Electronics,Laptop,Dell,Santiago-Aguilar,88436,2,521,3.5,8885,6.49,Silver,Small,Metal,4,Cambodia,Mumbai,2026-06-19,Inactive
P6809,Company Headphones,Electronics,Headphones,Apple,Cooper and Sons,6398,19,793,4.2,2348,6.71,White,Small,Aluminium,0,Mozambique,Bangalore,2026-02-11,Inactive
P6810,Ball Snacks,Grocery,Snacks,Apple,Bradley-Smith,87763,6,749,3.7,9718,10.54,Black,Small,Leather,3,British Virgin Islands,Pune,2025-10-08,Active
P6811,Hour Smart Watch,Electronics,Smart Watch,IKEA,Wood Ltd,38296,38,462,3.3,1363,10.48,Red,Standard,Metal,1,Lesotho,Delhi,2024-12-30,Active
P6812,Science Rice,Grocery,Rice,Nike,"Jordan, White and Evans",3502,3,685,4.8,9385,2.77,Red,Large,Leather,5,Angola,Chennai,2025-02-25,Inactive
P6813,Example Snacks,Grocery,Snacks,Sony,"Johnson, Johnson and King",65633,32,50,4.4,6828,1.69,Black,Large,Aluminium,3,Andorra,Hyderabad,2026-03-04,Inactive
P6814,Serve Table,Furniture,Table,HP,Hinton-Brown,90256,13,555,4.9,1828,9.95,Red,Small,Glass,3,Antarctica (the territory South of 60 deg S),Chennai,2025-06-03,Inactive
P6815,Surface Shoes,Fashion,Shoes,IKEA,Buckley Ltd,75061,28,277,4.1,8164,13.32,Blue,Medium,Plastic,0,Holy See (Vatican City State),Pune,2025-05-31,Active
P6816,Term Table,Furniture,Table,Dell,"Lester, Hunter and Stone",64739,36,36,4.4,2757,17.69,Blue,Medium,Plastic,2,United Arab Emirates,Hyderabad,2026-05-13,Inactive
P6817,May Jeans,Fashion,Jeans,Sony,Rice-Nelson,9603,32,403,4.8,4814,18.5,Silver,Medium,Metal,0,Faroe Islands,Pune,2026-06-27,Inactive
P6818,Wall Oil,Grocery,Oil,Sony,"Moreno, Woodard and Miller",92357,9,365,4.6,5938,3.4,Silver,Small,Leather,1,Martinique,Chennai,2026-04-18,Active
P6819,Meet Mobile,Electronics,Mobile,Dell,Mitchell Group,33283,40,532,4.5,7186,11.49,Black,Standard,Leather,3,Andorra,Mumbai,2025-12-04,Active
P6820,Quality Snacks,Grocery,Snacks,Sony,Page PLC,43656,9,870,3.6,2374,14.73,Blue,Small,Leather,1,Macao,Bangalore,2025-07-28,Inactive
P6821,Hold Jeans,Fashion,Jeans,IKEA,Perez-Kemp,87068,37,232,3.5,9468,12.54,Silver,Small,Aluminium,2,Dominica,Delhi,2025-04-12,Active
P6822,Million Jeans,Fashion,Jeans,Sony,Brooks-Sullivan,47258,32,581,3.1,8896,3.56,Blue,Standard,Aluminium,3,Argentina,Chennai,2025-04-03,Inactive
P6823,Design Laptop,Electronics,Laptop,Apple,Sexton LLC,98334,29,904,4.1,2117,2.25,Silver,Small,Leather,3,Timor-Leste,Hyderabad,2026-01-19,Active
P6824,Wait Shirt,Fashion,Shirt,IKEA,Sloan and Sons,52153,39,221,3.4,5078,5.41,Black,Medium,Aluminium,0,Haiti,Bangalore,2025-04-21,Inactive
P6825,Argue Headphones,Electronics,Headphones,Adidas,Manning-Hardin,49517,27,805,3.0,2521,4.96,Black,Standard,Glass,3,Senegal,Hyderabad,2025-07-15,Inactive
P6826,Catch Smart Watch,Electronics,Smart Watch,Apple,Howard Group,48994,23,425,4.2,8445,17.72,Black,Medium,Glass,0,Marshall Islands,Chennai,2025-01-15,Active
P6827,All Table,Furniture,Table,Adidas,"Orozco, Williams and Murray",45897,32,371,3.6,9593,0.84,White,Standard,Aluminium,1,Cayman Islands,Pune,2025-10-08,Active
P6828,Newspaper Shoes,Fashion,Shoes,Dell,Weeks LLC,68339,36,414,4.1,4731,3.73,Red,Medium,Aluminium,3,Sierra Leone,Pune,2024-08-17,Inactive
P6829,Professor Tablet,Electronics,Tablet,HP,"Jimenez, Gutierrez and Parrish",40359,33,597,3.9,2725,12.48,Red,Small,Plastic,2,Ecuador,Chennai,2026-06-06,Inactive
P6830,Learn Headphones,Electronics,Headphones,Dell,Orozco-Hawkins,4548,25,166,4.0,9696,4.0,Red,Small,Aluminium,3,Saint Kitts and Nevis,Mumbai,2025-09-19,Inactive
P6831,Commercial Bed,Furniture,Bed,Nike,Crawford-Harris,69785,12,684,3.4,9158,11.36,White,Large,Leather,1,Namibia,Pune,2026-04-08,Inactive
P6832,Soldier Headphones,Electronics,Headphones,Dell,"Crawford, Gardner and Ingram",39735,20,269,4.4,3278,17.2,Black,Standard,Glass,2,Isle of Man,Bangalore,2026-05-20,Inactive
P6833,Not Snacks,Grocery,Snacks,Apple,Coffey-Kidd,5319,17,875,3.5,7447,18.1,Silver,Large,Aluminium,5,Gambia,Mumbai,2026-04-03,Active
P6834,Lose Shoes,Fashion,Shoes,Adidas,"Fletcher, Zuniga and Velazquez",677,40,55,3.4,5641,16.35,White,Standard,Aluminium,5,Korea,Hyderabad,2026-06-14,Inactive
P6835,Democratic Mobile,Electronics,Mobile,HP,Nelson-West,67202,26,488,4.0,6489,2.65,White,Medium,Plastic,4,Fiji,Mumbai,2024-09-29,Active
P6836,North Snacks,Grocery,Snacks,Dell,"Allen, Lopez and Miller",92017,21,283,3.8,8037,4.81,White,Medium,Aluminium,0,Guinea-Bissau,Bangalore,2026-02-25,Inactive
P6837,Radio Jeans,Fashion,Jeans,Sony,Mckay Group,68373,5,152,3.1,5239,17.37,Silver,Small,Glass,2,Uruguay,Hyderabad,2026-04-26,Active
P6838,Employee Rice,Grocery,Rice,Adidas,Livingston Ltd,5930,17,280,3.4,8336,8.31,Blue,Standard,Plastic,5,Malaysia,Pune,2025-09-19,Inactive
P6839,Everyone Headphones,Electronics,Headphones,Adidas,Morales-Price,80107,34,804,3.7,2858,18.68,Silver,Small,Leather,5,Botswana,Delhi,2025-01-23,Active
P6840,Loss Shoes,Fashion,Shoes,Dell,Parker PLC,13884,38,555,4.0,8891,12.56,White,Medium,Metal,2,Poland,Pune,2025-08-02,Active
P6841,Well Oil,Grocery,Oil,Adidas,"King, Cohen and Allen",12835,20,883,4.5,8363,18.27,Silver,Small,Plastic,1,Netherlands Antilles,Delhi,2025-02-18,Active
P6842,Learn Laptop,Electronics,Laptop,Apple,Bennett-Mckinney,34424,18,100,5.0,3469,17.09,Red,Large,Metal,4,Thailand,Mumbai,2025-04-26,Active
P6843,Ago Headphones,Electronics,Headphones,Apple,Wright-Carrillo,43291,31,749,3.9,7476,18.69,White,Standard,Leather,2,Bulgaria,Delhi,2025-12-10,Active
P6844,Less Tablet,Electronics,Tablet,Sony,"Taylor, Ochoa and Hudson",72830,6,924,3.5,8674,7.65,White,Small,Glass,5,Tokelau,Chennai,2024-08-31,Inactive
P6845,Admit Table,Furniture,Table,HP,Mcintyre Inc,50912,39,116,3.8,7460,1.39,Silver,Standard,Metal,2,Mali,Delhi,2025-03-06,Active
P6846,Everybody Shoes,Fashion,Shoes,Sony,Stevens-Evans,89691,20,386,3.7,369,18.39,Blue,Medium,Metal,2,Timor-Leste,Hyderabad,2025-07-27,Active
P6847,Forget Jeans,Fashion,Jeans,Dell,Forbes LLC,41856,0,49,4.5,302,17.18,Silver,Large,Leather,4,Sweden,Delhi,2026-06-23,Active
P6848,Rule Chair,Furniture,Chair,Dell,"Trevino, Huynh and Farrell",93640,19,422,3.4,7385,4.73,Red,Large,Aluminium,4,Guinea-Bissau,Pune,2025-06-25,Inactive
P6849,Meeting Rice,Grocery,Rice,Sony,Anderson and Sons,75805,7,568,4.4,7580,1.88,Red,Small,Metal,4,United States Minor Outlying Islands,Chennai,2025-07-16,Inactive
P6850,Drug Laptop,Electronics,Laptop,Nike,Johnston-Moore,63290,34,988,3.3,8067,15.75,Red,Small,Glass,1,Yemen,Mumbai,2025-06-05,Inactive
P6851,That Mobile,Electronics,Mobile,Samsung,"Leonard, Manning and King",62503,34,673,4.0,7487,13.07,Red,Medium,Aluminium,0,Uruguay,Mumbai,2025-10-08,Active
P6852,Employee Jeans,Fashion,Jeans,HP,Powell-Higgins,81318,32,378,4.5,9914,11.21,Black,Medium,Metal,4,Jamaica,Chennai,2025-01-23,Active
P6853,Shake Tablet,Electronics,Tablet,Apple,Spence and Sons,4443,34,51,4.6,7989,4.76,Black,Standard,Metal,5,Niger,Delhi,2024-09-19,Active
P6854,Pm Table,Furniture,Table,Sony,Ramsey Group,637,30,413,4.0,9232,5.52,Red,Small,Metal,0,Antarctica (the territory South of 60 deg S),Delhi,2024-11-04,Active
P6855,Age Laptop,Electronics,Laptop,Nike,Bowman-Cunningham,66666,37,634,4.0,688,10.8,Blue,Medium,Metal,4,Iran,Delhi,2025-02-04,Active
P6856,Product Jeans,Fashion,Jeans,Dell,King Inc,16243,23,17,4.8,6257,5.44,Black,Small,Leather,3,Cook Islands,Delhi,2026-07-02,Inactive
P6857,Born Shirt,Fashion,Shirt,Apple,Watson Group,69485,16,577,4.2,9927,7.09,White,Medium,Leather,1,El Salvador,Chennai,2026-01-17,Active
P6858,Choose Chair,Furniture,Chair,Dell,Newton PLC,68447,33,597,4.3,8813,14.75,Silver,Small,Aluminium,4,Czech Republic,Bangalore,2025-03-19,Inactive
P6859,Represent Snacks,Grocery,Snacks,Adidas,Ramirez-Duncan,92718,20,853,3.3,7859,16.83,Blue,Standard,Plastic,3,Saudi Arabia,Hyderabad,2024-09-15,Active
P6860,Cost Headphones,Electronics,Headphones,Nike,Salazar-Frazier,20490,6,113,3.8,1149,11.42,Silver,Standard,Glass,4,Jamaica,Delhi,2025-12-15,Active
P6861,Enter Tablet,Electronics,Tablet,Dell,"Skinner, Juarez and Berry",92283,21,240,3.3,4045,3.16,Silver,Standard,Aluminium,4,French Guiana,Chennai,2026-05-31,Inactive
P6862,Well Snacks,Grocery,Snacks,Dell,Tucker-Meyer,5026,26,151,4.9,8023,8.15,Blue,Large,Leather,1,Iceland,Bangalore,2025-02-26,Inactive
P6863,Truth Mobile,Electronics,Mobile,HP,"Smith, Mendoza and Fisher",38127,12,24,3.2,4221,9.34,White,Medium,Plastic,5,Botswana,Pune,2026-03-18,Active
P6864,Hotel Bed,Furniture,Bed,Dell,Franco-Peterson,86464,22,773,3.6,1135,15.47,Blue,Medium,Glass,5,Mali,Mumbai,2026-01-21,Active
P6865,Offer Chair,Furniture,Chair,Samsung,"Curry, Herrera and Crawford",23680,26,663,4.8,2550,17.07,White,Medium,Glass,5,Sierra Leone,Pune,2025-06-28,Inactive
P6866,Ever Table,Furniture,Table,Samsung,"Wright, Miller and Simon",14251,34,466,4.3,5223,1.61,White,Standard,Metal,5,Bhutan,Mumbai,2025-11-27,Inactive
P6867,Ground Mobile,Electronics,Mobile,HP,"Hudson, Lopez and Ward",73160,40,1,4.6,2037,9.91,Red,Medium,Plastic,4,Lebanon,Bangalore,2026-06-13,Inactive
P6868,Of Sofa,Furniture,Sofa,HP,"Hansen, Briggs and George",71229,1,302,3.1,4467,8.06,Red,Medium,Metal,3,Fiji,Hyderabad,2026-05-31,Inactive
P6869,Certainly Rice,Grocery,Rice,Apple,Ramos-Peterson,4316,29,547,3.5,2650,17.47,Silver,Large,Leather,5,Burkina Faso,Mumbai,2024-11-11,Inactive
P6870,Country Shoes,Fashion,Shoes,IKEA,"Scott, White and Gallagher",95450,39,143,4.3,3723,14.2,Black,Standard,Plastic,5,Sweden,Mumbai,2025-10-14,Inactive
P6871,Well Beverages,Grocery,Beverages,Adidas,Brown and Sons,80176,28,134,4.9,2064,2.27,Blue,Standard,Plastic,3,Israel,Pune,2026-04-25,Active
P6872,Program Bed,Furniture,Bed,Apple,"Juarez, Hall and Booth",5128,16,204,3.6,4145,8.31,White,Standard,Plastic,5,Iceland,Delhi,2025-06-17,Inactive
P6873,Minute Rice,Grocery,Rice,Sony,Lewis Inc,89818,2,831,3.7,6820,16.88,Blue,Large,Metal,4,Cambodia,Pune,2025-10-28,Active
P6874,Cold Smart Watch,Electronics,Smart Watch,Nike,Gray LLC,43441,9,967,4.0,7069,15.84,Black,Small,Plastic,4,Sri Lanka,Chennai,2026-04-26,Active
P6875,Activity Chair,Furniture,Chair,Nike,Suarez Inc,70695,20,184,3.8,2654,17.34,White,Medium,Metal,5,Belize,Pune,2025-08-26,Inactive
P6876,Though Smart Watch,Electronics,Smart Watch,Apple,Watson-Jennings,26464,1,943,3.2,5594,0.75,Black,Small,Plastic,0,Solomon Islands,Mumbai,2026-03-18,Inactive
P6877,Own Smart Watch,Electronics,Smart Watch,IKEA,"Munoz, Hancock and Mcclure",64061,38,704,3.1,7001,13.68,Black,Standard,Plastic,3,Reunion,Mumbai,2025-07-20,Active
P6878,Beat Jeans,Fashion,Jeans,Dell,Liu Inc,80919,22,701,4.4,749,3.44,Silver,Large,Metal,1,Mozambique,Bangalore,2025-07-19,Inactive
P6879,Free Snacks,Grocery,Snacks,Samsung,Salazar and Sons,10033,5,993,4.1,9478,19.52,Silver,Large,Metal,0,Saint Barthelemy,Delhi,2024-08-05,Inactive
P6880,Person Tablet,Electronics,Tablet,IKEA,"Kelly, Smith and Rogers",45006,24,760,4.9,8309,19.98,Silver,Standard,Glass,5,Sao Tome and Principe,Delhi,2024-08-28,Active
P6881,Drug Snacks,Grocery,Snacks,Dell,"Garcia, Delgado and Rogers",84907,33,415,4.4,7663,5.81,Blue,Large,Aluminium,2,Malta,Hyderabad,2026-03-13,Active
P6882,Difficult Jeans,Fashion,Jeans,Nike,Powell-Braun,36494,34,197,4.8,5237,1.83,Black,Medium,Leather,4,Mauritius,Pune,2024-10-17,Active
P6883,Future Chair,Furniture,Chair,Nike,"Cisneros, Mccarty and Clark",95835,18,970,4.9,3749,2.14,Silver,Standard,Plastic,2,Taiwan,Chennai,2025-01-24,Inactive
P6884,Area Chair,Furniture,Chair,Samsung,Armstrong-Mason,37773,28,769,4.6,2745,12.98,Blue,Small,Plastic,1,Congo,Hyderabad,2025-07-04,Active
P6885,Music Jeans,Fashion,Jeans,HP,Rivera-Barber,65248,27,774,3.9,5863,9.2,White,Small,Glass,4,Cambodia,Bangalore,2026-08-03,Inactive
P6886,Must Rice,Grocery,Rice,Nike,Shaw Inc,6919,14,730,3.9,7966,7.39,Black,Medium,Glass,0,United Arab Emirates,Mumbai,2025-04-29,Active
P6887,Control Jacket,Fashion,Jacket,HP,Garcia-Blair,37698,25,498,4.1,5675,18.51,Silver,Small,Glass,5,Eritrea,Delhi,2025-06-10,Inactive
P6888,Approach Shoes,Fashion,Shoes,HP,Hernandez and Sons,24171,3,393,3.7,8853,2.09,Black,Standard,Leather,5,Saudi Arabia,Mumbai,2024-10-06,Active
P6889,Return Rice,Grocery,Rice,Apple,"Tucker, Rodriguez and Beard",88879,36,887,3.3,1664,17.12,Black,Large,Plastic,1,Latvia,Chennai,2025-02-06,Active
P6890,Argue Table,Furniture,Table,Apple,Johnson LLC,77791,28,715,3.1,5201,10.04,White,Small,Aluminium,4,Saint Vincent and the Grenadines,Hyderabad,2025-10-25,Active
P6891,You Jacket,Fashion,Jacket,Samsung,Jones-Rice,51797,38,805,4.0,9441,0.82,Red,Medium,Leather,1,Egypt,Pune,2025-07-01,Active
P6892,Pass Beverages,Grocery,Beverages,Nike,Castaneda-Jones,80716,23,171,4.2,2893,17.13,Red,Medium,Leather,1,Nicaragua,Bangalore,2025-05-24,Inactive
P6893,Daughter Rice,Grocery,Rice,Samsung,Mcdonald Ltd,13219,3,368,3.2,1743,15.1,Red,Small,Plastic,0,Lithuania,Bangalore,2026-05-27,Active
P6894,Our Mobile,Electronics,Mobile,Adidas,Allen-Cunningham,20560,10,700,4.4,2765,11.93,Blue,Standard,Glass,3,Moldova,Delhi,2025-09-17,Inactive
P6895,Suggest Chair,Furniture,Chair,Apple,Booker and Sons,80989,4,50,3.6,4196,19.79,Blue,Large,Plastic,3,Bulgaria,Mumbai,2026-03-15,Active
P6896,Baby Jeans,Fashion,Jeans,HP,Keller-Medina,29143,38,545,4.8,6066,11.14,Silver,Large,Plastic,5,Korea,Hyderabad,2024-12-29,Active
P6897,Win Table,Furniture,Table,IKEA,Bennett-Rivera,90693,19,0,3.8,2743,8.38,Silver,Medium,Metal,3,Sierra Leone,Bangalore,2025-08-16,Inactive
P6898,Scientist Smart Watch,Electronics,Smart Watch,Dell,Williams and Sons,51788,39,39,4.6,7757,16.94,White,Standard,Glass,0,Papua New Guinea,Hyderabad,2025-01-25,Inactive
P6899,Government Snacks,Grocery,Snacks,Apple,Sosa-Lewis,45475,36,70,3.7,6208,1.76,White,Standard,Plastic,0,Uganda,Pune,2025-12-19,Active
P6900,Artist Mobile,Electronics,Mobile,Dell,Holland-Houston,9405,21,50,4.0,739,16.42,White,Medium,Leather,4,Pitcairn Islands,Delhi,2024-10-14,Active
P6901,Main Jeans,Fashion,Jeans,Adidas,"Reed, Howell and Beasley",43122,36,607,4.3,9551,3.96,Silver,Large,Glass,1,Vanuatu,Chennai,2025-02-26,Active
P6902,Market Table,Furniture,Table,HP,Newman PLC,22069,7,755,4.2,7283,9.46,Red,Large,Glass,0,Falkland Islands (Malvinas),Hyderabad,2025-11-25,Active
P6903,Thought Tablet,Electronics,Tablet,Dell,Stein-Henderson,84329,32,996,4.5,8781,17.09,White,Large,Aluminium,1,Saint Lucia,Delhi,2026-07-05,Inactive
P6904,Natural Laptop,Electronics,Laptop,Sony,Dalton-Ramirez,62227,24,322,3.4,6065,8.42,Silver,Standard,Metal,0,Tuvalu,Mumbai,2026-06-14,Inactive
P6905,Perform Shirt,Fashion,Shirt,HP,Woods Ltd,89900,27,827,3.4,70,11.18,Black,Large,Plastic,5,Samoa,Chennai,2026-02-27,Active
P6906,Three Oil,Grocery,Oil,IKEA,"Bullock, Solis and Jones",81872,29,930,4.7,5908,9.44,Silver,Large,Metal,0,Yemen,Hyderabad,2025-08-30,Inactive
P6907,Media Smart Watch,Electronics,Smart Watch,Adidas,Phillips Inc,66081,2,945,4.0,328,14.14,Silver,Small,Leather,5,Qatar,Delhi,2024-11-17,Inactive
P6908,Computer Table,Furniture,Table,IKEA,Garza Group,71023,22,986,4.7,7352,0.38,Black,Standard,Aluminium,4,Palau,Mumbai,2026-06-24,Active
P6909,Only Snacks,Grocery,Snacks,Samsung,White Group,39803,5,2,4.6,786,12.18,Black,Large,Aluminium,4,Malawi,Pune,2025-07-23,Inactive
P6910,Population Rice,Grocery,Rice,Samsung,Smith-Mcdonald,9649,12,172,4.6,4673,9.96,Silver,Standard,Aluminium,4,Morocco,Mumbai,2024-12-04,Active
P6911,Own Sofa,Furniture,Sofa,Nike,"Miranda, Moore and Cooper",6482,21,569,4.6,3136,3.69,Silver,Large,Leather,2,Tanzania,Hyderabad,2025-11-09,Active
P6912,Life Table,Furniture,Table,HP,Martinez Inc,47485,1,406,3.2,3931,11.94,Silver,Large,Plastic,2,Suriname,Pune,2026-02-19,Active
P6913,Have Jacket,Fashion,Jacket,Samsung,"Mcintosh, Barr and Mitchell",35285,7,568,4.3,8829,17.65,Blue,Large,Leather,0,Liberia,Mumbai,2024-09-21,Inactive
P6914,Maintain Beverages,Grocery,Beverages,Nike,Abbott LLC,18908,31,180,4.8,7716,19.76,Blue,Standard,Leather,5,Qatar,Delhi,2024-11-14,Active
P6915,Speech Rice,Grocery,Rice,HP,Phillips-Reynolds,82133,35,258,3.5,9172,18.23,Red,Small,Aluminium,5,United States of America,Bangalore,2026-07-02,Inactive
P6916,Nearly Bed,Furniture,Bed,Adidas,Johnson-Cook,78095,7,563,4.6,5589,17.19,White,Medium,Plastic,2,Benin,Bangalore,2024-08-05,Active
P6917,Occur Jacket,Fashion,Jacket,Dell,"Gomez, Anderson and Hunt",14643,34,830,3.8,7969,9.97,Red,Large,Leather,4,Algeria,Pune,2026-05-29,Inactive
P6918,Particularly Smart Watch,Electronics,Smart Watch,Dell,"Velazquez, Welch and Smith",14994,10,609,5.0,9800,14.52,Black,Medium,Plastic,5,Croatia,Delhi,2025-04-26,Active
P6919,Eye Snacks,Grocery,Snacks,Dell,Ortiz Group,81531,17,738,3.0,470,13.33,Silver,Small,Aluminium,0,Tonga,Bangalore,2026-01-19,Inactive
P6920,Animal Rice,Grocery,Rice,Apple,Brown-Kim,53536,24,648,3.3,2552,1.28,Black,Large,Plastic,3,Poland,Hyderabad,2024-11-14,Active
P6921,Service Oil,Grocery,Oil,Nike,Moore Ltd,93897,19,0,4.8,1278,0.74,Blue,Standard,Leather,0,Iran,Mumbai,2025-06-08,Active
P6922,Simple Snacks,Grocery,Snacks,Samsung,Mcgee-Parks,93453,28,456,4.3,5708,10.8,Blue,Medium,Metal,1,Benin,Chennai,2024-09-05,Inactive
P6923,Dream Shoes,Fashion,Shoes,Apple,Lopez PLC,59063,22,915,4.3,5018,1.94,White,Standard,Plastic,1,Venezuela,Chennai,2025-07-21,Inactive
P6924,Several Shirt,Fashion,Shirt,Dell,"Taylor, Gomez and Allen",74295,20,549,4.8,3677,11.67,White,Large,Glass,4,Greenland,Hyderabad,2026-03-19,Inactive
P6925,Federal Laptop,Electronics,Laptop,Sony,"Owens, Flowers and Heath",40478,30,735,3.9,9409,2.9,Blue,Small,Leather,5,Bermuda,Bangalore,2025-10-26,Active
P6926,Institution Chair,Furniture,Chair,Samsung,Kennedy-Smith,52367,28,885,4.3,6684,15.31,White,Large,Aluminium,4,Palau,Chennai,2024-10-03,Inactive
P6927,Notice Shoes,Fashion,Shoes,Sony,Sosa and Sons,15646,6,442,4.2,5383,11.5,Blue,Standard,Leather,1,Congo,Bangalore,2026-05-28,Active
P6928,Represent Rice,Grocery,Rice,Samsung,"Ewing, Miller and Roberts",60485,16,23,4.3,6949,13.35,Silver,Medium,Plastic,5,Luxembourg,Chennai,2025-02-03,Active
P6929,Change Chair,Furniture,Chair,Dell,"Sheppard, Miller and Collins",86460,17,435,4.4,5260,19.55,Black,Small,Aluminium,1,Greenland,Hyderabad,2024-09-25,Inactive
P6930,Idea Chair,Furniture,Chair,Nike,Sullivan Inc,59546,25,393,4.6,9509,10.2,Blue,Medium,Glass,0,Sudan,Pune,2025-10-04,Active
P6931,Throughout Laptop,Electronics,Laptop,Dell,Graham-Freeman,6934,12,53,4.3,3011,15.81,White,Large,Metal,5,Dominican Republic,Delhi,2025-12-04,Inactive
P6932,Management Tablet,Electronics,Tablet,HP,Hernandez Inc,27128,21,217,4.2,6386,0.87,Black,Small,Aluminium,2,Gabon,Mumbai,2025-10-27,Inactive
P6933,Television Smart Watch,Electronics,Smart Watch,Samsung,Potts-Sharp,2741,0,600,4.8,2365,5.82,Silver,Standard,Aluminium,5,Lesotho,Delhi,2026-01-19,Inactive
P6934,Interesting Oil,Grocery,Oil,HP,Parker-Day,43925,23,469,4.7,7344,14.26,Black,Medium,Glass,1,Cuba,Pune,2024-12-07,Inactive
P6935,Religious Jacket,Fashion,Jacket,Apple,Hodge-Wheeler,14032,10,762,4.3,2896,8.22,Black,Large,Glass,0,Panama,Chennai,2025-05-22,Active
P6936,Me Snacks,Grocery,Snacks,Sony,Conrad-Turner,51012,35,881,4.2,5654,16.46,Blue,Standard,Metal,3,Palau,Pune,2024-09-12,Active
P6937,Discover Tablet,Electronics,Tablet,Samsung,Kelley-Robinson,83239,7,341,3.8,8497,0.92,Silver,Small,Leather,1,Nicaragua,Pune,2026-03-13,Active
